solution status: optimal solution found
objective value:                    -1515.16594516595
x#1$1$914                                           1 	(obj:-1)
x#1$2$394                                           1 	(obj:-1)
x#1$3$786                                           1 	(obj:-1)
x#1$5$314                                           1 	(obj:-1)
x#1$6$65                                            1 	(obj:-1)
x#1$7$686                                           1 	(obj:-1)
x#1$9$640                                           1 	(obj:-1)
x#1$11$68                                           1 	(obj:-1)
x#1$13$880                                          1 	(obj:-1)
x#1$16$558                                          1 	(obj:-1)
x#1$17$921                                          1 	(obj:-1)
x#1$30$323                                          1 	(obj:-0.5)
x#1$31$769                                          1 	(obj:-1)
x#1$32$433                                          1 	(obj:-0.5)
x#1$33$705                                          1 	(obj:-1)
x#1$34$439                                          1 	(obj:-1)
x#1$36$183                                          1 	(obj:-1)
x#1$38$209                                          1 	(obj:-1)
x#1$39$548                                          1 	(obj:-1)
x#1$40$927                                          1 	(obj:-1)
x#1$42$519                                          1 	(obj:-0.1)
x#1$44$389                                          1 	(obj:-0.5)
x#1$45$855                                          1 	(obj:-1)
x#1$48$270                                          1 	(obj:-1)
x#1$49$916                                          1 	(obj:-1)
x#1$51$483                                          1 	(obj:-1)
x#1$52$635                                          1 	(obj:-1)
x#1$53$748                                          1 	(obj:-1)
x#1$56$830                                          1 	(obj:-1)
x#1$57$629                                          1 	(obj:-1)
x#1$59$779                                          1 	(obj:-0.5)
x#1$60$132                                          1 	(obj:-1)
x#2$1$804                                           1 	(obj:-1)
x#2$2$187                                           1 	(obj:-1)
x#2$3$707                                           1 	(obj:-1)
x#2$6$454                                           1 	(obj:-1)
x#2$7$142                                           1 	(obj:-1)
x#2$8$759                                           1 	(obj:-0.333333333333333)
x#2$9$497                                           1 	(obj:-0.5)
x#2$13$766                                          1 	(obj:-1)
x#2$16$547                                          1 	(obj:-1)
x#2$17$182                                          1 	(obj:-1)
x#2$23$538                                          1 	(obj:-1)
x#2$24$243                                          1 	(obj:-0.25)
x#2$27$269                                          1 	(obj:-1)
x#2$29$227                                          1 	(obj:-1)
x#2$30$201                                          1 	(obj:-1)
x#2$32$515                                          1 	(obj:-1)
x#2$33$389                                          1 	(obj:-1)
x#2$40$300                                          1 	(obj:-0.5)
x#2$41$274                                          1 	(obj:-0.5)
x#2$42$198                                          1 	(obj:-0.142857142857143)
x#2$43$937                                          1 	(obj:-1)
x#2$44$833                                          1 	(obj:-1)
x#2$46$443                                          1 	(obj:-1)
x#2$49$895                                          1 	(obj:-0.5)
x#2$52$747                                          1 	(obj:-1)
x#2$57$308                                          1 	(obj:-0.5)
x#2$59$478                                          1 	(obj:-1)
x#2$60$893                                          1 	(obj:-1)
x#3$3$242                                           1 	(obj:-1)
x#3$6$325                                           1 	(obj:-1)
x#3$8$689                                           1 	(obj:-0.5)
x#3$9$105                                           1 	(obj:-1)
x#3$10$575                                          1 	(obj:-0.2)
x#3$12$378                                          1 	(obj:-1)
x#3$17$645                                          1 	(obj:-0.5)
x#3$21$341                                          1 	(obj:-0.111111111111111)
x#3$24$503                                          1 	(obj:-0.5)
x#3$25$170                                          1 	(obj:-0.5)
x#3$27$176                                          1 	(obj:-1)
x#3$30$336                                          1 	(obj:-1)
x#3$31$493                                          1 	(obj:-0.5)
x#3$41$794                                          1 	(obj:-1)
x#3$42$263                                          1 	(obj:-1)
x#3$44$140                                          1 	(obj:-0.5)
x#3$45$258                                          1 	(obj:-1)
x#3$46$356                                          1 	(obj:-1)
x#3$47$467                                          1 	(obj:-1)
x#3$49$951                                          1 	(obj:-0.333333333333333)
x#3$50$184                                          1 	(obj:-0.5)
x#3$52$281                                          1 	(obj:-0.5)
x#3$55$839                                          1 	(obj:-0.333333333333333)
x#3$56$157                                          1 	(obj:-1)
x#3$57$665                                          1 	(obj:-0.333333333333333)
x#3$60$823                                          1 	(obj:-1)
x#4$2$263                                           1 	(obj:-1)
x#4$6$941                                           1 	(obj:-0.333333333333333)
x#4$7$791                                           1 	(obj:-1)
x#4$8$66                                            1 	(obj:-1)
x#4$10$713                                          1 	(obj:-1)
x#4$13$802                                          1 	(obj:-1)
x#4$16$193                                          1 	(obj:-1)
x#4$17$923                                          1 	(obj:-0.333333333333333)
x#4$18$573                                          1 	(obj:-1)
x#4$20$367                                          1 	(obj:-1)
x#4$21$676                                          1 	(obj:-0.166666666666667)
x#4$23$924                                          1 	(obj:-1)
x#4$24$470                                          1 	(obj:-1)
x#4$25$179                                          1 	(obj:-1)
x#4$27$853                                          1 	(obj:-1)
x#4$28$794                                          1 	(obj:-1)
x#4$30$615                                          1 	(obj:-1)
x#4$31$723                                          1 	(obj:-1)
x#4$32$859                                          1 	(obj:-1)
x#4$36$512                                          1 	(obj:-1)
x#4$37$479                                          1 	(obj:-0.5)
x#4$40$670                                          1 	(obj:-0.5)
x#4$41$373                                          1 	(obj:-1)
x#4$42$565                                          1 	(obj:-1)
x#4$44$321                                          1 	(obj:-1)
x#4$46$697                                          1 	(obj:-1)
x#4$47$102                                          1 	(obj:-1)
x#4$48$524                                          1 	(obj:-1)
x#4$49$410                                          1 	(obj:-1)
x#4$50$185                                          1 	(obj:-1)
x#4$51$690                                          1 	(obj:-1)
x#4$52$827                                          1 	(obj:-1)
x#4$53$536                                          1 	(obj:-1)
x#4$54$715                                          1 	(obj:-1)
x#4$55$706                                          1 	(obj:-0.5)
x#4$57$721                                          1 	(obj:-1)
x#4$58$237                                          1 	(obj:-1)
x#4$60$429                                          1 	(obj:-0.25)
x#5$6$148                                           1 	(obj:-1)
x#5$7$465                                           1 	(obj:-0.5)
x#5$8$333                                           1 	(obj:-1)
x#5$10$586                                          1 	(obj:-1)
x#5$14$712                                          1 	(obj:-1)
x#5$15$137                                          1 	(obj:-1)
x#5$16$407                                          1 	(obj:-1)
